word_id,headword,pos,meaning_ko,level,en,ko
2079,transact,v,거래하다; 처리하다,2,The company began to transact deals abroad after it opened a new office in Asia.,그 회사는 아시아에 새 사무소를 연 뒤 해외에서 거래를 시작했다.
2079,transact,v,거래하다; 처리하다,3,"As digital platforms allow strangers to transact instantly across borders, economists emphasize the growing need for reliable systems of mutual trust.","디지털 플랫폼이 낯선 이들끼리 국경을 넘어 즉시 거래하게 해주면서, 경제학자들은 신뢰할 수 있는 상호 신뢰 체계의 필요성이 커지고 있음을 강조한다."
113,await,v,기다리다; 대기하다,1,We await the bus at the corner every morning.,우리는 매일 아침 모퉁이에서 버스를 기다린다.
113,await,v,기다리다; 대기하다,2,"Many students await the exam results, which will be posted online tomorrow.",많은 학생들이 내일 온라인에 게시될 시험 결과를 기다린다.
113,await,v,기다리다; 대기하다,3,"Scientists eagerly await the data from the probe, hoping it will reveal how planets far beyond our solar system actually form.",과학자들은 그 탐사선의 데이터가 우리 태양계 너머의 행성들이 실제로 어떻게 형성되는지 밝혀 주기를 바라며 그것을 간절히 기다린다.
117,ban,v,금지하다,1,The school will ban phones during class time.,학교는 수업 시간에 휴대폰을 금지할 것이다.
117,ban,v,금지하다,2,"The city decided to ban cars from the old town, which pleased many residents.","시는 구시가지에서 차량을 금지하기로 했고, 이는 많은 주민을 기쁘게 했다."
117,ban,v,금지하다,3,"Several governments have moved to ban single-use plastics, arguing that such measures are essential to reducing long-term environmental damage.","여러 정부가 일회용 플라스틱을 금지하는 방향으로 움직였는데, 그러한 조치가 장기적 환경 피해를 줄이는 데 필수적이라고 주장한다."
117,ban,n,금지; 금지령,1,There is a ban on smoking in the park.,공원에서는 흡연 금지가 있다.
117,ban,n,금지; 금지령,2,The new ban on plastic bags encouraged shoppers to bring their own containers.,비닐봉지에 대한 새로운 금지령은 쇼핑객들이 자신의 용기를 가져오도록 장려했다.
117,ban,n,금지; 금지령,3,Critics argue that a complete ban on advertising harmful products may raise complex questions about individual freedom and public responsibility.,비평가들은 유해 제품 광고에 대한 전면적 금지가 개인의 자유와 공적 책임에 관한 복잡한 문제를 제기할 수 있다고 주장한다.
214,cattle,n,소; 소 떼,1,The farmer keeps many cattle on his green land.,그 농부는 자신의 푸른 땅에 많은 소를 기른다.
214,cattle,n,소; 소 떼,2,The cattle that graze in these hills provide milk for the whole village.,이 언덕에서 풀을 뜯는 소들은 마을 전체에 우유를 공급한다.
214,cattle,n,소; 소 떼,3,Scientists warn that raising cattle on a large scale produces greenhouse gases that significantly accelerate global climate change.,과학자들은 대규모로 소를 사육하는 것이 지구 기후 변화를 크게 가속하는 온실가스를 배출한다고 경고한다.
1893,sigh,v,한숨을 쉬다; 탄식하다,1,She began to sigh when she saw the mess.,그녀는 그 엉망인 상태를 보고 한숨을 쉬기 시작했다.
1893,sigh,v,한숨을 쉬다; 탄식하다,2,He sighed deeply after hearing that the trip he had planned was canceled.,그는 자신이 계획했던 여행이 취소되었다는 말을 듣고 깊이 한숨을 쉬었다.
1893,sigh,v,한숨을 쉬다; 탄식하다,3,"Many workers quietly sigh over tasks they find meaningless, unaware that such small signals often reveal deeper dissatisfaction.","많은 근로자들은 무의미하다고 느끼는 업무에 조용히 한숨을 쉬는데, 그런 작은 신호가 종종 더 깊은 불만을 드러낸다는 것을 알지 못한다."
1893,sigh,n,한숨; 탄식,1,She let out a long sigh of relief.,그녀는 안도의 긴 한숨을 내쉬었다.
1893,sigh,n,한숨; 탄식,2,"With a soft sigh, he closed the book that had kept him awake all night.",부드러운 한숨과 함께 그는 밤새 자신을 깨어 있게 한 책을 덮었다.
1893,sigh,n,한숨; 탄식,3,A collective sigh spread through the audience as the speaker admitted that the long-awaited solution remained far from certain.,발표자가 오래 기다려온 해결책이 여전히 확실치 않다고 인정하자 청중 사이로 집단적인 한숨이 퍼졌다.
847,fulfil,v,이행하다; 완수하다; (소망을) 이루다,1,She worked hard to fulfil her dream of teaching.,그녀는 가르치는 꿈을 이루기 위해 열심히 노력했다.
847,fulfil,v,이행하다; 완수하다; (소망을) 이루다,2,The company promised to fulfil every order that customers placed during the holiday sale.,그 회사는 휴일 세일 동안 고객이 주문한 모든 것을 이행하겠다고 약속했다.
847,fulfil,v,이행하다; 완수하다; (소망을) 이루다,3,"To fulfil their social responsibilities, corporations must balance short-term profits against the long-term welfare of the communities they serve.",사회적 책임을 완수하기 위해 기업은 단기 이익과 그들이 봉사하는 공동체의 장기적 복지 사이에서 균형을 맞춰야 한다.
1812,scandal,n,추문; 스캔들; 불명예,1,The news about the scandal shocked many people.,그 추문에 관한 소식은 많은 사람들을 충격에 빠뜨렸다.
1812,scandal,n,추문; 스캔들; 불명예,2,"The company tried to hide the scandal, but reporters soon revealed the truth.","그 회사는 스캔들을 숨기려 했지만, 기자들이 곧 진실을 밝혀냈다."
1812,scandal,n,추문; 스캔들; 불명예,3,"The financial scandal, which involved several senior officials, eroded public trust in the institution and prompted sweeping reforms.",여러 고위 관료가 연루된 그 금융 스캔들은 그 기관에 대한 대중의 신뢰를 무너뜨렸고 대대적인 개혁을 촉발했다.
1214,magic,n,마법; 마술; 마력,1,The children believed in the magic of the old book.,아이들은 그 오래된 책의 마법을 믿었다.
1214,magic,n,마법; 마술; 마력,2,The show amazed everyone because the performer used magic that no one could explain.,그 공연은 마술사가 아무도 설명할 수 없는 마술을 사용했기 때문에 모두를 놀라게 했다.
1214,magic,n,마법; 마술; 마력,2,There is a certain magic in music that can bring strangers together in a moment.,음악에는 낯선 사람들을 순식간에 하나로 모으는 어떤 마력이 있다.
1214,magic,n,마법; 마술; 마력,3,Scientists argue that what people once called magic was often nothing more than natural phenomena not yet understood by their societies.,과학자들은 사람들이 한때 마법이라 불렀던 것이 흔히 그들의 사회가 아직 이해하지 못한 자연 현상에 불과했다고 주장한다.
1214,magic,a,마법의; 마술의; 신기한,1,She waved her magic wand and smiled.,그녀는 마법 지팡이를 흔들며 미소 지었다.
1214,magic,a,마법의; 마술의; 신기한,2,The story tells of a magic mirror that could show whatever a person wished to see.,그 이야기는 사람이 보고 싶어 하는 것은 무엇이든 보여 주는 마법의 거울에 관한 것이다.
1214,magic,a,마법의; 마술의; 신기한,3,"Many advertisements promise a magic solution to complex problems, yet real progress usually demands patience, effort, and careful planning.","많은 광고가 복잡한 문제에 대한 마법 같은 해결책을 약속하지만, 진정한 발전은 대개 인내와 노력, 그리고 신중한 계획을 요구한다."
2306,inference,n,추론; 추리; 추정,1,Her smile led me to a simple inference about the news.,그녀의 미소는 그 소식에 대한 간단한 추론으로 나를 이끌었다.
2306,inference,n,추론; 추리; 추정,2,The detective made an inference from the clues that were left at the scene.,그 형사는 현장에 남겨진 단서들로부터 추론을 이끌어 냈다.
2306,inference,n,추론; 추리; 추정,3,"Scientists must distinguish between direct observation and inference, since conclusions drawn from indirect evidence often require careful verification.","과학자들은 직접 관찰과 추론을 구분해야 하는데, 간접 증거에서 도출된 결론은 흔히 신중한 검증을 요구하기 때문이다."
1139,lane,n,차선; 좁은 길; 경주로,1,The car moved into the left lane slowly.,그 차는 천천히 왼쪽 차선으로 이동했다.
1139,lane,n,차선; 좁은 길; 경주로,2,The runner who stayed in her own lane won the race by a wide margin.,자기 레인을 지킨 그 주자는 큰 차이로 경주에서 이겼다.
1139,lane,n,차선; 좁은 길; 경주로,3,Urban planners argue that adding bicycle lanes not only reduces traffic congestion but also encourages healthier and more sustainable commuting habits.,도시 계획가들은 자전거 도로를 추가하는 것이 교통 혼잡을 줄일 뿐만 아니라 더 건강하고 지속 가능한 통근 습관을 장려한다고 주장한다.
1035,industry,n,산업; 공업; 업계; 근면,1,The car industry gives jobs to many people.,자동차 산업은 많은 사람에게 일자리를 준다.
1035,industry,n,산업; 공업; 업계; 근면,2,"The tourism industry, which relies on stable weather, suffered greatly last summer.",안정적인 날씨에 의존하는 관광 산업은 지난여름 큰 타격을 입었다.
1035,industry,n,산업; 공업; 업계; 근면,3,"As automation transforms the manufacturing industry, workers must acquire new skills to remain relevant in a rapidly shifting labor market.","자동화가 제조 산업을 변화시키면서, 노동자들은 빠르게 변하는 노동 시장에서 뒤처지지 않기 위해 새로운 기술을 익혀야 한다."
547,dine,v,식사하다; 저녁을 먹다,1,We often dine at a small restaurant near our house.,우리는 집 근처 작은 식당에서 자주 식사한다.
547,dine,v,식사하다; 저녁을 먹다,2,"After the meeting ended, the visitors chose to dine at a place that served local food.","회의가 끝난 뒤, 방문객들은 지역 음식을 파는 곳에서 식사하기로 했다."
547,dine,v,식사하다; 저녁을 먹다,3,Studies suggest that people who regularly dine with family members tend to develop healthier eating habits and stronger social bonds.,연구에 따르면 가족 구성원과 정기적으로 식사하는 사람들은 더 건강한 식습관과 더 강한 사회적 유대를 형성하는 경향이 있다.
686,example,n,예시; 보기; 본보기,1,Can you give me an example of a healthy food?,건강한 음식의 예를 하나 들어 줄 수 있니?
686,example,n,예시; 보기; 본보기,2,The teacher used a real example that helped students understand the difficult rule.,선생님은 학생들이 그 어려운 규칙을 이해하도록 돕는 실제 예시를 사용했다.
686,example,n,예시; 보기; 본보기,3,A single striking example often persuades an audience more effectively than a long list of abstract statistics.,하나의 인상적인 예시가 종종 추상적인 통계의 긴 나열보다 청중을 더 효과적으로 설득한다.
453,customer,n,고객; 손님,1,The customer paid for the coffee with a card.,그 손님은 카드로 커피 값을 지불했다.
453,customer,n,고객; 손님,2,"A good store treats every customer with respect, even when the shop is very busy.",좋은 가게는 매우 바쁠 때에도 모든 고객을 존중하며 대한다.
453,customer,n,고객; 손님,3,"Companies increasingly analyze customer behavior through data, hoping to predict preferences and design products that satisfy needs people cannot easily express.","기업들은 점점 더 데이터를 통해 고객 행동을 분석하는데, 이는 선호를 예측하고 사람들이 쉽게 표현하지 못하는 욕구를 충족하는 제품을 설계하기 위함이다."
942,handicap,n,장애; 불리한 조건; 핸디캡,1,His weak leg is a handicap when he plays soccer.,그의 약한 다리는 그가 축구를 할 때 불리한 조건이다.
942,handicap,n,장애; 불리한 조건; 핸디캡,2,A lack of confidence can be a serious handicap when you speak in front of others.,자신감 부족은 남들 앞에서 말할 때 심각한 장애가 될 수 있다.
942,handicap,n,장애; 불리한 조건; 핸디캡,3,"Growing up in poverty is often treated as a permanent handicap, yet many people overcome it through education and persistence.","가난 속에서 자라는 것은 흔히 영구적인 불리한 조건으로 여겨지지만, 많은 사람들은 교육과 끈기로 그것을 극복한다."
942,handicap,v,불리하게 하다; 방해하다,1,Bad weather can handicap a small farm.,나쁜 날씨는 작은 농장을 어렵게 만들 수 있다.
942,handicap,v,불리하게 하다; 방해하다,2,Poor internet access can handicap students who must study online at home.,열악한 인터넷 접속은 집에서 온라인으로 공부해야 하는 학생들을 불리하게 할 수 있다.
942,handicap,v,불리하게 하다; 방해하다,3,"Excessive regulations may handicap small businesses, since they lack the resources that large corporations use to manage compliance.","과도한 규제는 소규모 기업을 불리하게 할 수 있는데, 그들은 대기업이 규제 준수를 관리하는 데 쓰는 자원이 부족하기 때문이다."
499,deliver,v,배달하다; 전달하다; (연설을) 하다; (아기를) 분만하다,1,The man will deliver the pizza to our house soon.,그 남자가 곧 우리 집으로 피자를 배달할 것이다.
499,deliver,v,배달하다; 전달하다; (연설을) 하다; (아기를) 분만하다,2,The company promised to deliver the packages that customers had ordered within two days.,그 회사는 고객들이 주문한 소포를 이틀 안에 배달하겠다고 약속했다.
499,deliver,v,배달하다; 전달하다; (연설을) 하다; (아기를) 분만하다,3,"An effective leader must deliver a clear message that inspires people to act, even when the circumstances seem discouraging.",유능한 지도자는 상황이 낙담스러워 보일 때조차 사람들이 행동하도록 고무하는 명확한 메시지를 전달해야 한다.
1063,instead,ad,대신에; 그 대신,1,"I didn't want tea, so I had coffee instead.",나는 차를 원하지 않아서 대신 커피를 마셨다.
1063,instead,ad,대신에; 그 대신,2,"The bus was too crowded, so we decided to walk to school instead.",버스가 너무 붐벼서 우리는 대신 학교까지 걸어가기로 했다.
1063,instead,ad,대신에; 그 대신,3,"Rather than blaming external factors, successful people tend to examine their own choices instead and adjust their future behavior.",성공한 사람들은 외부 요인을 탓하기보다 대신 자신의 선택을 살펴보고 앞으로의 행동을 조정하는 경향이 있다.
2053,threat,n,위협; 협박; 위험 요소,1,The storm was a real threat to the small boat.,그 폭풍은 작은 배에 정말 위협이 되었다.
2053,threat,n,위협; 협박; 위험 요소,2,Climate change is a serious threat that affects people all around the world.,기후 변화는 전 세계 사람들에게 영향을 미치는 심각한 위협이다.
2053,threat,n,위협; 협박; 위험 요소,3,"The rapid loss of biodiversity poses a profound threat to ecosystems, whose stability depends on countless interdependent species.",급속한 생물 다양성 감소는 안정성이 수많은 상호 의존적 종에 달려 있는 생태계에 심각한 위협을 가한다.
1749,resume,v,다시 시작하다; 재개하다,1,Let's resume the game after lunch.,점심 식사 후에 경기를 다시 시작하자.
1749,resume,v,다시 시작하다; 재개하다,2,The workers agreed to resume their duties once the safety issues were fully addressed.,근로자들은 안전 문제가 완전히 해결되면 업무를 재개하기로 동의했다.
1749,resume,v,다시 시작하다; 재개하다,3,"After a long recovery period, the astronauts were finally cleared to resume their experiments aboard the orbiting station.","긴 회복 기간을 거친 후, 우주비행사들은 마침내 궤도 정거장에서 실험을 재개해도 좋다는 승인을 받았다."
1749,resume,n,이력서; 요약,1,She sent her resume to the company.,그녀는 그 회사에 이력서를 보냈다.
1749,resume,n,이력서; 요약,2,A well-organized resume can help you stand out among many other applicants.,잘 정리된 이력서는 다른 많은 지원자들 사이에서 당신이 돋보이게 도와줄 수 있다.
1749,resume,n,이력서; 요약,3,"Employers often scan a resume for only a few seconds, so candidates must present their achievements clearly and concisely.","고용주들은 이력서를 단 몇 초만 훑어보는 경우가 많기 때문에, 지원자들은 자신의 성취를 명확하고 간결하게 제시해야 한다."
1511,pipe,n,"관, 파이프; 담뱃대",1,Water flows through this old metal pipe.,물이 이 낡은 금속 관을 통해 흐른다.
1511,pipe,n,"관, 파이프; 담뱃대",2,"When the pipe under the sink burst, the whole kitchen floor was soon flooded.",싱크대 아래 관이 터지자 곧 부엌 바닥 전체가 물에 잠겼다.
1511,pipe,n,"관, 파이프; 담뱃대",3,"Engineers replaced the aging pipes throughout the city, since leaks were wasting an enormous amount of clean drinking water each day.","엔지니어들은 도시 전역의 노후한 관을 교체했는데, 누수가 매일 엄청난 양의 깨끗한 식수를 낭비하고 있었기 때문이다."
1511,pipe,v,관으로 나르다; (음악 등을) 송출하다,1,Farmers pipe water to the dry fields.,농부들은 마른 밭으로 물을 관을 통해 보낸다.
1511,pipe,v,관으로 나르다; (음악 등을) 송출하다,2,The company pipes natural gas to homes that are located far from the main station.,그 회사는 중앙 기지에서 멀리 떨어진 가정으로 천연가스를 관을 통해 공급한다.
1511,pipe,v,관으로 나르다; (음악 등을) 송출하다,3,"Modern buildings pipe fresh air throughout their interiors, ensuring that occupants breathe comfortably even when the windows remain permanently sealed.","현대식 건물은 내부 전역으로 신선한 공기를 공급하여, 창문이 영구히 밀폐되어 있어도 거주자들이 편안하게 호흡할 수 있게 한다."
2229,crazy,a,미친; 정신 나간; 열광하는,1,"That's a crazy idea, but it might work.",그건 미친 생각이지만 통할지도 몰라.
2229,crazy,a,미친; 정신 나간; 열광하는,2,My little sister is crazy about the singer whose new song just came out.,내 여동생은 새 노래가 막 나온 그 가수에게 열광한다.
2229,crazy,a,미친; 정신 나간; 열광하는,3,What once seemed a crazy proposal to power cities with sunlight has now become a widely accepted energy strategy.,한때 도시에 햇빛으로 전력을 공급하려는 미친 제안처럼 보였던 것이 이제는 널리 받아들여지는 에너지 전략이 되었다.
72,apart,ad,떨어져; 따로; 산산이,1,The two houses stand far apart on the hill.,두 집은 언덕 위에 멀리 떨어져 있다.
72,apart,ad,떨어져; 따로; 산산이,2,The friends grew apart after they moved to different cities for school.,그 친구들은 학교 때문에 다른 도시로 이사한 뒤 사이가 멀어졌다.
72,apart,ad,떨어져; 따로; 산산이,3,"When a society is torn apart by distrust, restoring cooperation demands patience and honest communication among its members.","사회가 불신으로 산산이 갈라질 때, 협력을 회복하려면 구성원들 사이의 인내와 정직한 소통이 필요하다."
72,apart,a,떨어진; 별개의,1,The chairs were placed a meter apart.,의자들은 1미터 떨어져 놓였다.
72,apart,a,떨어진; 별개의,2,"The two theories seem worlds apart, though they share a common origin.",두 이론은 공통된 기원을 지녔음에도 하늘과 땅만큼 동떨어져 보인다.
72,apart,a,떨어진; 별개의,3,Their political views remained so far apart that any meaningful compromise seemed nearly impossible to achieve.,그들의 정치적 견해는 너무 동떨어져 있어서 의미 있는 타협을 이루기가 거의 불가능해 보였다.
1665,rank,n,계급; 지위; 순위; 열,1,He holds a high rank in the army.,그는 군대에서 높은 계급을 가지고 있다.
1665,rank,n,계급; 지위; 순위; 열,2,Her essay earned first rank in the contest that many students entered.,그녀의 에세이는 많은 학생들이 참가한 대회에서 1위를 차지했다.
1665,rank,n,계급; 지위; 순위; 열,3,"Social rank often shapes how individuals perceive fairness, even when the actual distribution of resources remains unchanged.",사회적 지위는 실제 자원 분배가 그대로일 때조차도 개인이 공정성을 인식하는 방식을 형성하는 경우가 많다.
1665,rank,v,순위를 매기다; (순위를) 차지하다,1,The website ranks hotels by their prices.,그 웹사이트는 호텔을 가격순으로 순위를 매긴다.
1665,rank,v,순위를 매기다; (순위를) 차지하다,2,The magazine ranks universities according to standards that many experts strongly criticize.,그 잡지는 많은 전문가들이 강하게 비판하는 기준에 따라 대학의 순위를 매긴다.
1665,rank,v,순위를 매기다; (순위를) 차지하다,3,"Economists ranked the nations by well-being, arguing that income alone cannot capture how satisfied citizens truly feel.",경제학자들은 소득만으로는 시민들이 실제로 얼마나 만족하는지를 포착할 수 없다고 주장하며 국가들을 행복도로 순위를 매겼다.
1665,rank,a,완전한; 지독한; 악취 나는,1,A rank smell came from the old fridge.,오래된 냉장고에서 지독한 냄새가 났다.
1665,rank,a,완전한; 지독한; 악취 나는,2,The garden was covered with rank weeds because no one had cared for it.,아무도 그것을 돌보지 않아 정원은 무성한 잡초로 뒤덮여 있었다.
1665,rank,a,완전한; 지독한; 악취 나는,3,His rank dishonesty was so obvious that even those inclined to trust him could no longer overlook the repeated lies.,그의 지독한 부정직함은 너무나 명백해서 그를 믿으려던 사람들조차 반복된 거짓말을 더는 눈감아 줄 수 없었다.
1667,rare,a,드문; 희귀한; (고기가) 살짝 익힌,1,It is rare to see snow in this city.,이 도시에서 눈을 보는 것은 드물다.
1667,rare,a,드문; 희귀한; (고기가) 살짝 익힌,2,The museum displays a rare coin that was made hundreds of years ago.,그 박물관은 수백 년 전에 만들어진 희귀한 동전을 전시한다.
1667,rare,a,드문; 희귀한; (고기가) 살짝 익힌,3,Conservationists warn that the rare species may vanish entirely unless its shrinking habitat is protected from further development.,환경 보호론자들은 줄어드는 서식지가 추가 개발로부터 보호되지 않으면 그 희귀종이 완전히 사라질 수 있다고 경고한다.
2091,tribe,n,부족; 종족; 집단,1,The tribe lived near the river for many years.,그 부족은 여러 해 동안 강 근처에서 살았다.
2091,tribe,n,부족; 종족; 집단,2,The ancient tribe developed unique customs that were passed down through many generations.,그 고대 부족은 여러 세대에 걸쳐 전해진 독특한 관습을 발전시켰다.
2091,tribe,n,부족; 종족; 집단,3,Anthropologists argue that each tribe formed its own social structure in response to the environment surrounding its territory.,인류학자들은 각 부족이 자신의 영토를 둘러싼 환경에 대응하여 고유한 사회 구조를 형성했다고 주장한다.
2211,comprehensive,a,포괄적인; 종합적인; 광범위한,1,The book gives a comprehensive list of useful words.,그 책은 유용한 단어들의 포괄적인 목록을 제공한다.
2211,comprehensive,a,포괄적인; 종합적인; 광범위한,2,Our teacher prepared a comprehensive guide that covers every topic we will study this year.,우리 선생님은 올해 우리가 공부할 모든 주제를 다루는 종합적인 안내서를 준비하셨다.
2211,comprehensive,a,포괄적인; 종합적인; 광범위한,3,"The committee proposed a comprehensive policy that addresses education, employment, and healthcare in a single coordinated framework.","위원회는 교육, 고용, 의료를 하나의 조율된 틀 안에서 다루는 포괄적인 정책을 제안했다."
749,fasten,v,매다; 채우다; 고정하다,1,Please fasten your seat belt before we leave.,출발하기 전에 안전벨트를 매 주세요.
749,fasten,v,매다; 채우다; 고정하다,2,The workers fasten each board with strong nails so that the shelf stays firm.,작업자들은 선반이 튼튼하게 유지되도록 각 판을 강한 못으로 고정한다.
749,fasten,v,매다; 채우다; 고정하다,3,"Engineers must fasten every component precisely, because a single loose bolt can compromise the safety of the entire structure.",기술자들은 볼트 하나가 헐거워지는 것만으로도 전체 구조물의 안전이 위태로워질 수 있으므로 모든 부품을 정밀하게 고정해야 한다.
